y2_statefips,y2_countyfips,y1_statefips,y1_countyfips,y1_state,y1_countyname,n1,n2,agi
6,37,51,760,VA,Richmond city,69,80,4693
6,37,6,89,CA,Shasta County,68,97,2896
6,37,34,7,NJ,Camden County,68,99,5232
6,37,34,29,NJ,Ocean County,68,107,3905
6,37,5,119,AR,Pulaski County,67,107,3377
6,37,18,57,IN,Hamilton County,67,91,6607
6,37,34,31,NJ,Passaic County,67,93,5520
6,37,45,19,SC,Charleston County,67,82,6784
6,37,33,11,NH,Hillsborough County,66,91,4519
6,37,39,113,OH,Montgomery County,65,89,3619
6,37,27,37,MN,Dakota County,64,106,4657
6,37,39,153,OH,Summit County,64,84,4012
6,37,45,45,SC,Greenville County,64,86,3739
6,37,4,5,AZ,Coconino County,63,68,2347
6,37,12,1,FL,Alachua County,63,84,5515
6,37,12,21,FL,Collier County,63,86,5620
6,37,22,33,LA,East Baton Rouge Parish,63,91,2951
6,37,37,81,NC,Guilford County,63,82,3232
6,37,13,51,GA,Chatham County,62,88,4526
6,37,40,27,OK,Cleveland County,62,130,7100
6,37,18,157,IN,Tippecanoe County,61,70,3238
6,37,36,87,NY,Rockland County,61,76,9643
6,37,1,89,AL,Madison County,59,79,3596
6,37,22,51,LA,Jefferson Parish,59,84,2532
6,37,49,53,UT,Washington County,59,96,4279
6,37,9,140,CT,Naugatuck Valley Planning Region,58,77,3970
6,37,41,47,OR,Marion County,58,87,2837
6,37,51,710,VA,Norfolk city,58,76,3425
6,37,36,71,NY,Orange County,57,71,3011
6,37,47,93,TN,Knox County,57,78,3393
6,37,6,45,CA,Mendocino County,56,74,2347
6,37,9,120,CT,Greater Bridgeport Planning Regio,55,76,8264
6,37,12,33,FL,Escambia County,55,81,2726
6,37,12,101,FL,Pasco County,55,76,2682
6,37,35,13,NM,Doña Ana County,55,74,2724
6,37,47,187,TN,Williamson County,55,89,6687
6,37,50,7,VT,Chittenden County,53,67,3731
6,37,12,81,FL,Manatee County,52,80,3274
6,37,36,27,NY,Dutchess County,52,64,5086
6,37,20,173,KS,Sedgwick County,51,76,4168
6,37,25,5,MA,Bristol County,51,61,3128
6,37,48,39,TX,Brazoria County,51,87,3726
6,37,6,109,CA,Tuolumne County,50,59,1658
6,37,37,21,NC,Buncombe County,50,61,3128
6,37,6,27,CA,Inyo County,49,74,3585
6,37,21,67,KY,Fayette County,49,69,4075
6,37,23,5,ME,Cumberland County,49,60,5192
6,37,9,180,CT,Southeastern Connecticut Planning,48,57,2781
6,37,12,127,FL,Volusia County,48,63,3734
6,37,26,65,MI,Ingham County,48,57,2991
6,37,27,3,MN,Anoka County,48,57,2148
6,37,29,77,MO,Greene County,48,58,2122
6,37,29,183,MO,St. Charles County,48,67,3608
6,37,37,67,NC,Forsyth County,48,61,3571
6,37,53,5,WA,Benton County,48,82,2579
6,37,5,7,AR,Benton County,47,78,4242
6,37,17,111,IL,McHenry County,47,60,3130
6,37,18,105,IN,Monroe County,47,55,2035
6,37,25,13,MA,Hampden County,47,64,2864
6,37,48,215,TX,Hidalgo County,47,75,3098
6,37,8,123,CO,Weld County,46,76,2157
6,37,25,1,MA,Barnstable County,46,77,4886
6,37,42,77,PA,Lehigh County,46,66,4531
6,37,51,87,VA,Henrico County,46,61,2781
6,37,31,109,NE,Lancaster County,45,65,2447
6,37,48,41,TX,Brazos County,45,57,2891
6,37,5,143,AR,Washington County,44,69,1935
6,37,25,15,MA,Hampshire County,44,54,2460
6,37,36,109,NY,Tompkins County,44,51,1529
6,37,53,77,WA,Yakima County,44,72,1341
6,37,42,95,PA,Northampton County,43,48,2692
6,37,12,73,FL,Leon County,42,61,2274
6,37,13,63,GA,Clayton County,42,73,1227
6,37,8,14,CO,Broomfield County,41,52,2365
6,37,12,91,FL,Okaloosa County,41,63,1862
6,37,33,15,NH,Rockingham County,41,49,3066
6,37,36,1,NY,Albany County,41,56,2997
6,37,39,95,OH,Lucas County,41,51,2231
6,37,42,71,PA,Lancaster County,41,60,3340
6,37,47,65,TN,Hamilton County,41,60,2599
6,37,48,61,TX,Cameron County,41,54,3642
6,37,48,303,TX,Lubbock County,41,62,2130
6,37,6,35,CA,Lassen County,40,55,1555
6,37,12,97,FL,Osceola County,40,67,2159
6,37,18,3,IN,Allen County,40,56,1574
6,37,19,103,IA,Johnson County,40,60,3521
6,37,24,21,MD,Frederick County,40,57,2391
6,37,12,105,FL,Polk County,39,56,2197
6,37,12,109,FL,St. Johns County,39,55,5154
6,37,16,27,ID,Canyon County,39,71,2020
6,37,18,89,IN,Lake County,39,45,2253
6,37,30,31,MT,Gallatin County,39,49,1713
6,37,36,111,NY,Ulster County,39,48,6188
6,37,42,43,PA,Dauphin County,39,55,3917
6,37,36,91,NY,Saratoga County,38,49,3039
6,37,37,135,NC,Orange County,38,41,2114
6,37,16,55,ID,Kootenai County,37,60,2903
6,37,18,141,IN,St. Joseph County,37,59,2680
6,37,32,5,NV,Douglas County,37,52,17495
6,37,39,17,OH,Butler County,37,42,1771
6,37,41,3,OR,Benton County,37,47,1937
6,37,42,11,PA,Berks County,37,44,2701
6,37,45,13,SC,Beaufort County,37,45,2295
6,37,53,29,WA,Island County,37,48,1712
6,37,55,133,WI,Waukesha County,37,45,3476
6,37,34,1,NJ,Atlantic County,36,49,1847
6,37,6,51,CA,Mono County,35,44,2201
6,37,15,7,HI,Kauai County,35,48,11707
6,37,36,45,NY,Jefferson County,35,58,1324
6,37,49,57,UT,Weber County,35,60,3574
6,37,51,41,VA,Chesterfield County,35,56,2257
6,37,29,19,MO,Boone County,34,55,1525
6,37,48,167,TX,Galveston County,34,58,1890
6,37,48,355,TX,Nueces County,34,59,1774
6,37,13,117,GA,Forsyth County,33,51,3128
6,37,27,163,MN,Washington County,33,52,2295
6,37,45,79,SC,Richland County,33,49,1443
6,37,1,97,AL,Mobile County,32,58,1127
6,37,8,37,CO,Eagle County,32,43,2344
6,37,33,9,NH,Grafton County,32,40,2411
6,37,35,43,NM,Sandoval County,32,46,1558
6,37,42,27,PA,Centre County,32,35,1494
6,37,45,15,SC,Berkeley County,32,53,2850
6,37,45,51,SC,Horry County,32,38,1197
6,37,47,149,TN,Rutherford County,32,40,1380
6,37,48,209,TX,Hays County,32,41,1504
6,37,49,43,UT,Summit County,32,50,4453
6,37,13,57,GA,Cherokee County,31,49,2245
6,37,13,151,GA,Henry County,31,47,2089
6,37,29,47,MO,Clay County,31,46,1890
6,37,39,57,OH,Greene County,31,51,2571
6,37,51,121,VA,Montgomery County,31,35,2046
6,37,6,5,CA,Amador County,30,34,516
6,37,12,69,FL,Lake County,30,39,2141
6,37,13,113,GA,Fayette County,30,44,2036
6,37,17,201,IL,Winnebago County,30,43,1484
6,37,26,77,MI,Kalamazoo County,30,36,1681
6,37,34,19,NJ,Hunterdon County,30,33,1895
6,37,51,700,VA,Newport News city,30,42,1415
6,37,39,41,OH,Delaware County,29,38,1634
6,37,47,125,TN,Montgomery County,29,51,2208
6,37,49,5,UT,Cache County,29,46,1018
6,37,4,3,AZ,Cochise County,28,52,1914
6,37,13,245,GA,Richmond County,28,41,1881
6,37,22,55,LA,Lafayette Parish,28,39,966
6,37,24,25,MD,Harford County,28,44,1760
6,37,26,49,MI,Genesee County,28,34,908
6,37,34,15,NJ,Gloucester County,28,33,1473
6,37,48,479,TX,Webb County,28,33,1158
6,37,55,9,WI,Brown County,28,43,1206
6,37,1,101,AL,Montgomery County,27,49,2092
6,37,6,115,CA,Yuba County,27,42,1154
6,37,9,130,CT,Lower Connecticut River Valley Pl,27,32,1691
6,37,12,111,FL,St. Lucie County,27,33,2011
6,37,13,97,GA,Douglas County,27,43,2723
6,37,39,93,OH,Lorain County,27,37,1204
6,37,39,165,OH,Warren County,27,45,3844
6,37,48,245,TX,Jefferson County,27,50,1702
6,37,53,75,WA,Whitman County,27,32,1297
6,37,6,15,CA,Del Norte County,26,36,635
6,37,6,69,CA,San Benito County,26,53,1313
6,37,8,101,CO,Pueblo County,26,37,906
6,37,19,169,IA,Story County,26,34,1338
6,37,32,19,NV,Lyon County,26,35,1061
6,37,37,129,NC,New Hanover County,26,33,2488
6,37,48,309,TX,McLennan County,26,43,1670
6,37,51,3,VA,Albemarle County,26,33,3063
6,37,51,179,VA,Stafford County,26,42,1980
6,37,51,540,VA,Charlottesville city,26,34,1354
6,37,17,113,IL,McLean County,25,27,1318
6,37,26,139,MI,Ottawa County,25,30,1244
6,37,27,109,MN,Olmsted County,25,31,1512
6,37,30,63,MT,Missoula County,25,32,1258
6,37,39,151,OH,Stark County,25,28,1302
6,37,40,31,OK,Comanche County,25,40,995
6,37,45,91,SC,York County,25,28,1385
6,37,57,3,FR,Foreign - Puerto Rico,25,34,1082
6,37,8,77,CO,Mesa County,24,32,1273
6,37,12,83,FL,Marion County,24,28,1050
6,37,18,39,IN,Elkhart County,24,28,955
6,37,19,113,IA,Linn County,24,33,2032
6,37,20,209,KS,Wyandotte County,24,37,1268
6,37,22,17,LA,Caddo Parish,24,35,1034
6,37,22,103,LA,St. Tammany Parish,24,35,1253
6,37,25,3,MA,Berkshire County,24,30,2020
6,37,31,153,NE,Sarpy County,24,31,794
6,37,36,79,NY,Putnam County,24,33,1206
6,37,42,79,PA,Luzerne County,24,30,1460
6,37,42,89,PA,Monroe County,24,34,960
6,37,46,99,SD,Minnehaha County,24,31,1265
6,37,53,57,WA,Skagit County,24,45,2404
6,37,2,90,AK,Fairbanks North Star Borough,23,31,973
6,37,6,101,CA,Sutter County,23,37,1056
6,37,12,61,FL,Indian River County,23,28,127
6,37,19,49,IA,Dallas County,23,32,2052
6,37,20,61,KS,Geary County,23,35,787
6,37,39,25,OH,Clermont County,23,42,1927
6,37,42,133,PA,York County,23,28,952
6,37,45,63,SC,Lexington County,23,35,1289
6,37,45,83,SC,Spartanburg County,23,29,1294
6,37,1,117,AL,Shelby County,22,32,1778
6,37,6,33,CA,Lake County,22,40,665
6,37,13,215,GA,Muscogee County,22,30,781
6,37,17,163,IL,St. Clair County,22,36,1205
6,37,24,17,MD,Charles County,22,36,1237
6,37,27,139,MN,Scott County,22,26,1171
6,37,32,510,NV,Carson City,22,30,714
6,37,36,83,NY,Rensselaer County,22,29,1196
6,37,39,99,OH,Mahoning County,22,30,1005
6,37,42,41,PA,Cumberland County,22,32,1442
6,37,44,3,RI,Kent County,22,34,1466
6,37,51,550,VA,Chesapeake city,22,31,1037
6,37,17,143,IL,Peoria County,21,34,1226
6,37,18,163,IN,Vanderburgh County,21,29,953
6,37,20,161,KS,Riley County,21,26,773
6,37,28,47,MS,Harrison County,21,35,783
6,37,32,23,NV,Nye County,21,34,725
6,37,37,25,NC,Cabarrus County,21,36,1285
6,37,44,5,RI,Newport County,21,25,1258
6,37,46,103,SD,Pennington County,21,34,1279
6,37,48,135,TX,Ector County,21,30,872
6,37,51,650,VA,Hampton city,21,33,1015
6,37,9,160,CT,Northwest Hills Planning Region,20,25,1833
6,37,10,1,DE,Kent County,20,24,876
6,37,12,5,FL,Bay County,20,29,1026
6,37,13,77,GA,Coweta County,20,32,1408
6,37,13,223,GA,Paulding County,20,34,771
6,37,17,119,IL,Madison County,20,36,1045
6,37,28,49,MS,Hinds County,20,34,1013
6,37,41,33,OR,Josephine County,20,23,496
6,37,41,53,OR,Polk County,20,36,1223
6,37,42,69,PA,Lackawanna County,20,25,1220
6,37,42,129,PA,Westmoreland County,20,24,3565
6,37,53,21,WA,Franklin County,20,34,643
6,37,58,0,SS,Other flows - Same State,94,136,4566
6,37,59,0,DS,Other flows - Different State,5944,8469,424167
6,37,59,1,DS,Other flows - Northeast,649,822,60106
6,37,59,3,DS,Other flows - Midwest,1714,2397,102305
6,37,59,5,DS,Other flows - South,2577,3754,164026
6,37,59,7,DS,Other flows - West,1004,1496,97731
6,37,57,9,FR,Foreign - Other flows,-1,-1,-1
6,39,96,0,CA,Madera County Total Migration-US and Foreign,3592,7058,234186
6,39,97,0,CA,Madera County Total Migration-US,3592,7058,234186
6,39,97,1,CA,Madera County Total Migration-Same State,3093,6135,205751
6,39,97,3,CA,Madera County Total Migration-Different State,499,923,28435
6,39,6,39,CA,Madera County Non-migrants,53363,119454,3446036
6,39,6,19,CA,Fresno County,1523,3119,111257
6,39,6,47,CA,Merced County,217,453,11361
6,39,6,85,CA,Santa Clara County,161,323,13997
6,39,6,37,CA,Los Angeles County,127,229,7364
6,39,6,99,CA,Stanislaus County,89,168,4184
6,39,6,1,CA,Alameda County,75,156,6461
6,39,6,107,CA,Tulare County,75,143,4492
6,39,6,53,CA,Monterey County,67,165,3802
6,39,6,73,CA,San Diego County,58,117,3216
6,39,6,67,CA,Sacramento County,55,98,2725
6,39,6,71,CA,San Bernardino County,48,87,1697
6,39,6,13,CA,Contra Costa County,47,86,3271
6,39,6,77,CA,San Joaquin County,46,94,2714
6,39,6,29,CA,Kern County,44,82,1609
6,39,6,43,CA,Mariposa County,43,77,2257
6,39,6,59,CA,Orange County,42,80,2744
6,39,6,65,CA,Riverside County,35,62,1794
6,39,6,111,CA,Ventura County,35,54,2520
6,39,6,87,CA,Santa Cruz County,31,65,1645
6,39,6,81,CA,San Mateo County,27,56,1973
6,39,6,69,CA,San Benito County,26,45,1712
6,39,4,13,AZ,Maricopa County,24,49,1577
6,39,6,79,CA,San Luis Obispo County,24,39,2390
6,39,6,31,CA,Kings County,22,47,1020
6,39,6,95,CA,Solano County,21,47,852
6,39,58,0,SS,Other flows - Same State,155,243,8694
6,39,59,0,DS,Other flows - Different State,475,874,26857
6,39,59,1,DS,Other flows - Northeast,34,48,1701
6,39,59,3,DS,Other flows - Midwest,73,139,4391
6,39,59,5,DS,Other flows - South,151,276,9027
6,39,59,7,DS,Other flows - West,217,411,11738
6,39,57,9,FR,Foreign - Other flows,-1,-1,-1
6,41,96,0,CA,Marin County Total Migration-US and Foreign,6278,9990,1944011
6,41,97,0,CA,Marin County Total Migration-US,6278,9990,1944011
6,41,97,1,CA,Marin County Total Migration-Same State,4823,7649,1621128
6,41,97,3,CA,Marin County Total Migration-Different State,1455,2341,322883
6,41,6,41,CA,Marin County Non-migrants,103539,200885,32883392
6,41,6,75,CA,San Francisco County,1611,2754,777964
6,41,6,97,CA,Sonoma County,583,862,58237
6,41,6,1,CA,Alameda County,462,710,94839
6,41,6,13,CA,Contra Costa County,336,542,82479
6,41,6,37,CA,Los Angeles County,296,453,101212
6,41,6,81,CA,San Mateo County,275,470,91656
6,41,6,85,CA,Santa Clara County,202,328,76048
6,41,6,95,CA,Solano County,137,214,10846
6,41,6,73,CA,San Diego County,115,157,17959
6,41,6,67,CA,Sacramento County,104,155,11118
6,41,53,33,WA,King County,76,122,24858
6,41,36,61,NY,New York County,71,110,29700
6,41,6,59,CA,Orange County,69,103,21004
6,41,6,55,CA,Napa County,65,97,10542
6,41,41,51,OR,Multnomah County,42,57,5518
6,41,6,53,CA,Monterey County,40,59,6344
6,41,6,65,CA,Riverside County,40,65,4797
6,41,6,87,CA,Santa Cruz County,39,50,4565
6,41,6,61,CA,Placer County,36,56,5962
6,41,4,13,AZ,Maricopa County,35,51,5931
6,41,6,77,CA,San Joaquin County,35,58,2963
6,41,6,79,CA,San Luis Obispo County,34,42,5739
6,41,17,31,IL,Cook County,34,52,6291
6,41,6,83,CA,Santa Barbara County,33,41,6381
6,41,36,47,NY,Kings County,32,48,5498
6,41,6,57,CA,Nevada County,29,52,3736
6,41,6,113,CA,Yolo County,28,47,4736
6,41,8,31,CO,Denver County,28,37,5259
6,41,6,19,CA,Fresno County,27,49,2239
6,41,32,3,NV,Clark County,27,33,1718
6,41,6,45,CA,Mendocino County,24,36,1491
6,41,11,1,DC,District of Columbia,22,31,3920
6,41,15,3,HI,Honolulu County,22,43,1821
6,41,48,201,TX,Harris County,22,40,5627
6,41,48,453,TX,Travis County,22,37,7240
6,41,6,111,CA,Ventura County,21,33,1390
6,41,32,31,NV,Washoe County,21,37,4205
6,41,6,71,CA,San Bernardino County,20,27,1454
6,41,25,17,MA,Middlesex County,20,33,6988
6,41,58,0,SS,Other flows - Same State,162,200,51856
6,41,59,0,DS,Other flows - Different State,981,1612,188363
6,41,59,1,DS,Other flows - Northeast,242,406,52659
6,41,59,3,DS,Other flows - Midwest,148,237,20830
6,41,59,5,DS,Other flows - South,310,494,49114
6,41,59,7,DS,Other flows - West,281,475,65761
6,41,57,9,FR,Foreign - Other flows,-1,-1,-1
6,43,96,0,CA,Mariposa County Total Migration-US and Foreign,557,972,41252
6,43,97,0,CA,Mariposa County Total Migration-US,557,972,41252
6,43,97,1,CA,Mariposa County Total Migration-Same State,451,794,34876
6,43,97,3,CA,Mariposa County Total Migration-Different State,106,178,6375
6,43,6,43,CA,Mariposa County Non-migrants,6017,11409,422545
6,43,6,47,CA,Merced County,63,116,2700
6,43,6,99,CA,Stanislaus County,59,123,3660
6,43,6,39,CA,Madera County,42,78,2478
6,43,6,85,CA,Santa Clara County,31,48,6191
6,43,6,19,CA,Fresno County,30,43,1384
6,43,6,109,CA,Tuolumne County,27,54,1372
6,43,58,0,SS,Other flows - Same State,199,332,17091
6,43,59,0,DS,Other flows - Different State,106,178,6375
6,43,59,1,DS,Other flows - Northeast,-1,-1,-1
6,43,59,3,DS,Other flows - Midwest,-1,-1,-1
6,43,59,5,DS,Other flows - South,35,65,2415
6,43,59,7,DS,Other flows - West,71,113,3960
6,45,96,0,CA,Mendocino County Total Migration-US and Foreign,1629,2673,133213
6,45,97,0,CA,Mendocino County Total Migration-US,1629,2673,133213
6,45,97,1,CA,Mendocino County Total Migration-Same State,1195,2009,107006
6,45,97,3,CA,Mendocino County Total Migration-Different State,434,664,26207
6,45,6,45,CA,Mendocino County Non-migrants,32777,62934,2358528
6,45,6,97,CA,Sonoma County,248,457,24667
6,45,6,33,CA,Lake County,101,208,5520
6,45,6,1,CA,Alameda County,64,89,11040
6,45,6,67,CA,Sacramento County,61,101,3815
6,45,6,37,CA,Los Angeles County,60,94,5641
6,45,6,75,CA,San Francisco County,56,79,7184
6,45,6,73,CA,San Diego County,51,67,3467
6,45,6,85,CA,Santa Clara County,46,72,7542
6,45,6,23,CA,Humboldt County,43,65,1750
6,45,6,13,CA,Contra Costa County,37,59,2514
6,45,6,7,CA,Butte County,35,58,1701
6,45,6,41,CA,Marin County,35,61,4782
6,45,6,81,CA,San Mateo County,23,30,2100
6,45,58,0,SS,Other flows - Same State,335,569,25283
6,45,59,0,DS,Other flows - Different State,434,664,26207
6,45,59,1,DS,Other flows - Northeast,49,59,6986
6,45,59,3,DS,Other flows - Midwest,49,70,3068
6,45,59,5,DS,Other flows - South,97,155,4300
6,45,59,7,DS,Other flows - West,239,380,11853
6,47,96,0,CA,Merced County Total Migration-US and Foreign,5411,11073,291815
6,47,97,0,CA,Merced County Total Migration-US,5411,11073,291815
6,47,97,1,CA,Merced County Total Migration-Same State,4642,9630,255799
6,47,97,3,CA,Merced County Total Migration-Different State,769,1443,36015
6,47,6,47,CA,Merced County Non-migrants,96257,216943,5793425
6,47,6,99,CA,Stanislaus County,1244,2613,59722
6,47,6,85,CA,Santa Clara County,825,1875,57959
6,47,6,19,CA,Fresno County,270,500,11644
6,47,6,77,CA,San Joaquin County,269,575,16637
6,47,6,53,CA,Monterey County,206,448,11730
6,47,6,1,CA,Alameda County,199,427,13855
6,47,6,39,CA,Madera County,182,374,7350
6,47,6,37,CA,Los Angeles County,171,288,6709
6,47,6,67,CA,Sacramento County,155,268,6462
6,47,6,87,CA,Santa Cruz County,126,321,7224
6,47,6,69,CA,San Benito County,124,294,7547
6,47,6,13,CA,Contra Costa County,99,228,6837
6,47,6,73,CA,San Diego County,84,153,4789
6,47,6,81,CA,San Mateo County,65,137,3665
6,47,6,29,CA,Kern County,62,115,2280
6,47,6,59,CA,Orange County,62,104,2531
6,47,6,65,CA,Riverside County,51,105,2501
6,47,6,75,CA,San Francisco County,45,84,3152
6,47,6,71,CA,San Bernardino County,40,67,1622
6,47,6,43,CA,Mariposa County,36,67,1792
6,47,4,13,AZ,Maricopa County,32,61,1367
6,47,6,107,CA,Tulare County,30,53,1330
6,47,32,3,NV,Clark County,28,72,871
6,47,6,95,CA,Solano County,25,50,676
6,47,6,79,CA,San Luis Obispo County,24,44,1495
6,47,6,109,CA,Tuolumne County,24,51,1517
6,47,6,97,CA,Sonoma County,22,32,771
6,47,58,0,SS,Other flows - Same State,202,358,9655
6,47,59,0,DS,Other flows - Different State,709,1310,33778
6,47,59,1,DS,Other flows - Northeast,58,112,4494
6,47,59,3,DS,Other flows - Midwest,114,206,4965
6,47,59,5,DS,Other flows - South,232,445,9683
6,47,59,7,DS,Other flows - West,305,547,14636
6,47,57,9,FR,Foreign - Other flows,-1,-1,-1
6,49,96,0,CA,Modoc County Total Migration-US and Foreign,191,365,7353
6,49,97,0,CA,Modoc County Total Migration-US,191,365,7353
6,49,97,1,CA,Modoc County Total Migration-Same State,131,252,4982
6,49,97,3,CA,Modoc County Total Migration-Different State,60,113,2371
6,49,6,49,CA,Modoc County Non-migrants,2781,5679,158276
6,49,58,0,SS,Other flows - Same State,131,252,4982
6,49,59,0,DS,Other flows - Different State,60,113,2371
6,49,59,1,DS,Other flows - Northeast,-1,-1,-1
6,49,59,3,DS,Other flows - Midwest,-1,-1,-1
6,49,59,5,DS,Other flows - South,-1,-1,-1
6,49,59,7,DS,Other flows - West,60,113,2371
6,49,57,9,FR,Foreign - Other flows,-1,-1,-1
6,51,96,0,CA,Mono County Total Migration-US and Foreign,438,682,39689
6,51,97,0,CA,Mono County Total Migration-US,438,682,39689
6,51,97,1,CA,Mono County Total Migration-Same State,306,467,32734
6,51,97,3,CA,Mono County Total Migration-Different State,132,215,6955
6,51,6,51,CA,Mono County Non-migrants,5039,9372,464483
6,51,6,37,CA,Los Angeles County,73,110,12101
6,51,6,27,CA,Inyo County,39,68,3350
6,51,6,73,CA,San Diego County,35,61,3219
6,51,6,59,CA,Orange County,34,49,2996
6,51,58,0,SS,Other flows - Same State,125,179,11067
6,51,59,0,DS,Other flows - Different State,132,215,6955
6,51,59,1,DS,Other flows - Northeast,20,29,875
6,51,59,3,DS,Other flows - Midwest,-1,-1,-1
6,51,59,5,DS,Other flows - South,40,68,2085
6,51,59,7,DS,Other flows - West,72,118,3996
6,51,57,9,FR,Foreign - Other flows,-1,-1,-1
6,53,96,0,CA,Monterey County Total Migration-US and Foreign,7615,13308,1540147
6,53,97,0,CA,Monterey County Total Migration-US,7504,13022,1528804
6,53,97,1,CA,Monterey County Total Migration-Same State,4828,8125,1182205
6,53,97,3,CA,Monterey County Total Migration-Different State,2676,4897,346599
6,53,98,0,CA,Monterey County Total Migration-Foreign,111,286,11343
6,53,6,53,CA,Monterey County Non-migrants,164043,342205,15200263
6,53,6,87,CA,Santa Cruz County,783,1501,65047
6,53,6,85,CA,Santa Clara County,670,1147,171014
6,53,6,37,CA,Los Angeles County,373,567,39512
6,53,6,73,CA,San Diego County,235,393,16928
6,53,6,67,CA,Sacramento County,213,319,24957
6,53,6,1,CA,Alameda County,207,342,45968
6,53,6,19,CA,Fresno County,182,307,14924
6,53,6,69,CA,San Benito County,150,283,10578
6,53,6,79,CA,San Luis Obispo County,147,240,10397
6,53,6,13,CA,Contra Costa County,142,237,20447
6,53,6,81,CA,San Mateo County,129,220,54862
6,53,6,59,CA,Orange County,127,188,34461
6,53,6,111,CA,Ventura County,122,191,4864
6,53,6,65,CA,Riverside County,115,186,7037
6,53,57,5,FR,Foreign - APO/FPO ZIPs,111,286,11343
6,53,6,29,CA,Kern County,95,156,3829
6,53,6,75,CA,San Francisco County,95,145,125169
6,53,6,47,CA,Merced County,92,184,4495
6,53,6,99,CA,Stanislaus County,90,169,11450
6,53,6,77,CA,San Joaquin County,87,146,9447
6,53,4,27,AZ,Yuma County,86,154,3330
6,53,4,13,AZ,Maricopa County,85,127,11012
6,53,6,71,CA,San Bernardino County,78,120,3575
6,53,6,83,CA,Santa Barbara County,77,118,4059
6,53,32,3,NV,Clark County,72,132,4958
6,53,15,3,HI,Honolulu County,65,152,5362
6,53,6,97,CA,Sonoma County,57,82,5204
6,53,6,61,CA,Placer County,52,78,4819
6,53,6,107,CA,Tulare County,49,80,3599
6,53,53,33,WA,King County,49,82,5774
6,53,48,29,TX,Bexar County,40,72,2157
6,53,6,95,CA,Solano County,39,63,3192
6,53,32,31,NV,Washoe County,39,59,8623
6,53,6,7,CA,Butte County,37,60,2301
6,53,6,41,CA,Marin County,37,58,7258
6,53,6,39,CA,Madera County,36,66,1363
6,53,6,113,CA,Yolo County,34,51,1978
6,53,6,31,CA,Kings County,33,47,1262
6,53,17,31,IL,Cook County,33,49,3054
6,53,8,41,CO,El Paso County,32,64,2139
6,53,6,25,CA,Imperial County,31,58,794
6,53,13,73,GA,Columbia County,29,70,1828
6,53,24,3,MD,Anne Arundel County,29,65,2043
6,53,53,53,WA,Pierce County,29,68,1678
6,53,37,133,NC,Onslow County,27,73,2080
6,53,48,113,TX,Dallas County,24,39,2398
6,53,49,35,UT,Salt Lake County,24,53,1824
6,53,48,201,TX,Harris County,23,40,6215
6,53,51,59,VA,Fairfax County,23,39,2298
6,53,6,17,CA,El Dorado County,22,36,2096
6,53,11,1,DC,District of Columbia,21,40,2936
6,53,48,453,TX,Travis County,21,31,1429
6,53,4,19,AZ,Pima County,20,31,894
6,53,6,23,CA,Humboldt County,20,28,1161
6,53,8,31,CO,Denver County,20,30,1165
6,53,41,51,OR,Multnomah County,20,25,1726
6,53,51,710,VA,Norfolk city,20,40,1835
6,53,51,810,VA,Virginia Beach city,20,46,1674
6,53,58,0,SS,Other flows - Same State,172,263,21077
6,53,59,0,DS,Other flows - Different State,1825,3318,241097
6,53,59,1,DS,Other flows - Northeast,252,408,27839
6,53,59,3,DS,Other flows - Midwest,292,510,22667
6,53,59,5,DS,Other flows - South,816,1588,80389
6,53,59,7,DS,Other flows - West,465,812,110203
6,53,57,9,FR,Foreign - Other flows,-1,-1,-1
6,55,96,0,CA,Napa County Total Migration-US and Foreign,3182,5061,422766
6,55,97,0,CA,Napa County Total Migration-US,3182,5061,422766
6,55,97,1,CA,Napa County Total Migration-Same State,2456,3971,330694
6,55,97,3,CA,Napa County Total Migration-Different State,726,1090,92073
6,55,6,55,CA,Napa County Non-migrants,54237,107052,7604156
6,55,6,95,CA,Solano County,649,1162,50432
6,55,6,97,CA,Sonoma County,246,360,24144
6,55,6,13,CA,Contra Costa County,226,394,32423
6,55,6,1,CA,Alameda County,170,275,26825
6,55,6,75,CA,San Francisco County,162,232,59347
6,55,6,37,CA,Los Angeles County,133,198,15617
6,55,6,67,CA,Sacramento County,110,161,10803
6,55,6,85,CA,Santa Clara County,100,155,28559
6,55,6,81,CA,San Mateo County,87,134,19200
6,55,6,41,CA,Marin County,80,136,18010
6,55,6,73,CA,San Diego County,57,85,4715
6,55,6,59,CA,Orange County,47,67,6310
6,55,6,113,CA,Yolo County,44,59,3478
6,55,6,33,CA,Lake County,37,71,1845
6,55,6,65,CA,Riverside County,30,45,5819
6,55,4,13,AZ,Maricopa County,26,44,3021
6,55,53,33,WA,King County,24,31,3137
6,55,6,77,CA,San Joaquin County,23,39,2003
6,55,6,61,CA,Placer County,22,31,1636
6,55,6,99,CA,Stanislaus County,20,34,1539
6,55,58,0,SS,Other flows - Same State,213,335,14783
6,55,59,0,DS,Other flows - Different State,676,1015,85915
6,55,59,1,DS,Other flows - Northeast,95,132,12848
6,55,59,3,DS,Other flows - Midwest,87,125,14002
6,55,59,5,DS,Other flows - South,241,376,31299
6,55,59,7,DS,Other flows - West,253,382,27766
6,55,57,9,FR,Foreign - Other flows,-1,-1,-1
6,57,96,0,CA,Nevada County Total Migration-US and Foreign,3605,6042,480400
6,57,97,0,CA,Nevada County Total Migration-US,3605,6042,480400
